artists ,name ,release_year ,genre ,lyrics,duration ,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
eric clapton,river of tears,1998,blues,river away street today lonely room go hide face half mile downtown disgrace lord long run seven hours seven days seven years know go feel like drown river drown river tear drown river feel like drown drown river days leave disappear year maybe settle know face wish hold time ease pain time away catch think save drown drown river drown river tear drown river feel like drown drown river long go drown drown drown river tear,76,0.432470486,0.692254442,0.482931208,0.105263158,0.145713108,0.318297028,sadness,0.314285714
susan tedeschi,rock me right,1998,blues,rock long long time good hard rockin hard baby gonna makea sweat gonna makea shout homemade lovin knock baby heart look long know fixin baby wanna little alright fruit rotten ripe mama sure raise right come home cookin bite sweet time night gonna right come right right right gonna right right lord stomach start growl iknow need baby salty sweet homemade cookin trick cotton rotten need pick mama sure raise right come home cookin bite sweet time night gonna right come right right right gonna right come right lord right yeah right gonna right darlin baby night,97,0.561356006,0.678563187,0.001193776,0.009200405,0.821723001,0.634623223,night/time,0.314285714
gov't mule,blind man in the dark,1998,blues,star long future blind reality come time watch live slip dream like thousand railroad train egos steadfast like mountains brain swallow leave look rain look strangers help hear dog bark brothers like blind dark face face meet mania wing touch high melt fall knees friend dream like thousand railroad train egos steadfast like mountains brain swallow leave look rain look strangers help hear dog bark brothers like blind dark look rain look strangers help hear dog bark brothers like blind blind dark blind dark,84,0.391313766,0.778145271,0.010340372,0.019635628,0.554822754,0.838833805,violence,0.314285714
shemekia copeland,married to the blues,1998,blues,lose look good clue guess marry blue marry blue picture bedside frame crack lovers comin swear leave start pack start pack marry blue marry blue band gold lonely ride cold marry blue forget honeymoon lukewarm lovin soon letter pocket tear tear fray thing thing leave away marry blue get lonely everyday blue know leave comin leave tear letter away away marry blue blue lonely lonely lonely lonely marry blue,69,0.552691433,0.635771607,0.292167964,0.044939271,0.286892003,0.248224769,sadness,0.314285714
dave meniketti,just coastin',1998,blues,wish little late teach save face think early end wrong right look strong nice shoot good shoot nice shoot good shoot nice shoot smoke go clear right kind fear fight right strong stick face smell consider wrong nice shoot good shoot nice shoot good shoot nice shoot nice shoot nice shoot wish wish wish wish nice shoot,57,0.50287014,0.749557726,0.016264073,0.687246964,0.586768343,0.801795612,violence,0.314285714
stan mosley,rock me,1998,blues,chimney government thank singy know everyday realest thing hear awhile brother thank real spend money watch bling bling time spend yeah money club spend ones simple things bless simple things bless bless simple things bless notice bless picky shoe feet pick choose friends know watch good sleep simple things bless simple things bless bless simple things bless better notice bless singy simplicity survive difficult ignorant hype live life tell anuh voice life sadness invest laugh time stress lifetime pass tell coffin tell nigga good days days weather woulda trade house cheddar minute brother better spend time second gotta tell youi close yesterday simple things bless simple things bless bless simple things bless notice bless simple things bless simple things bless bless simple things bless better notice bless life live time paper prayer life live worship treasure memba last forever simple things bless simple things bless bless simple things bless better notice bless simple things bless simple things bless bless simple things bless better notice bless simple things simple things health strength simple things tell bout simple things family friends anuh simple things better notice bless,185,0.78880104,0.650539702,0.050701858,0,0.747526793,0.460443609,world/life,0.314285714
john lee hooker,the healer,1998,blues,lord lord blue healer world blue healer healer world world heal heal blue heal early morning heal blue heal yeah yeah heal heal heal heal lord lord lord lord lord look woman leave blue heal woman leave leave early morning blue heal heal heal yeah yeah lord lord lord lord lord lord lord lord blue blue healer blue blue heal healer heal heal heal heal heal heal heal world world healer night lay feel woman leave blue come heal heal heal heal heal blue heal heal healer heal heal healer blue healer blue healer world world lord lord lord blue healer world world lord lord lord lord lord heal heal heal heal heal heal heal heal heal heal,118,0.552691433,0.713765608,0.128513181,0.043319838,0.663025556,0.722714063,sadness,0.314285714
jonny lang,breakin' me,1998,blues,face wish stay know away play game emotional word explain knees baby want makin girl breakin half stand feel like lose happiness want thinkin bout girl nothin leave hold lonely world guitar solo time heart touch lose feel flesh flesh blood soul live time know lose believe understand desperate breakin breakin,51,0.656666306,0.733276927,0.018874517,0.000144737,0.553792251,0.594581933,sadness,0.314285714
queens of the stone age,avon,1998,blues,haze listen traffic go simple string dare perfect vision simple ways know free range humans cooped naked clone play lame string dare,22,0.461713419,0.792041638,0.002458838,0.693319838,0.446619951,0.875871999,music,0.314285714
jonny lang,walking away,1998,blues,heart break take tumble start stumble fell think come spell things matter break shatter thing want truly love walk away walk away,22,0.541860717,0.782939774,0.088754105,6.50E-06,0.57852432,0.638627353,sadness,0.314285714
queens of the stone age,regular john,1998,blues,girl know come home number wall knife open eye open room open arm seven seven daddy hear away girl cause bore time place hang open eye open room open arm seven seven open eye open room open arm open door open eye open room open arm,46,0.303584967,0.750942235,0.019476927,0.12854251,0.756801319,0.938937032,sadness,0.314285714
jonny lang,wander this world,1998,blues,street start melt heat sweat runnin hair walk drag feet walk cause care wander world wander world wander world wander world like ghost people drive stare drift road like wander world wander world wander world wander world game life live know bear wander world people bear live lay success assure people work hard live nothin word word like exist think lose track soul leave like wander world wander world wander world wander world wander world,75,0.606845012,0.728584981,0.009567279,0.000182186,0.344600165,0.832827612,world/life,0.314285714
shemekia copeland,salt in my wounds,1998,blues,slow blue close watch dance know hurt bring soon salt wound bitter want judge fair square hold grudge bring soon wanna salt wound couldn till heal hand time squeeze pain pain heart couldn till bruise bitter pride till till tear apart solo piano solo guitar stop walk away live bring soon wanna salt wound wanna salt wound coda feel feel bring soon hurt feel rub salt wound,67,0.712986028,0.674948081,0.5060236,0.012246964,0.127164056,0.351331093,sadness,0.314285714
gov't mule,thorazine shuffle,1998,blues,stand stand need worry today thorazine shuffle know feel need highs low pain step right watch stay right till damage damage time drag bore care care come time monster inside come come play step right watch stay right till damage step right watch yeah till change mind stay right till damage damage stand stand need worry today thorazine shuffle,59,0.619841872,0.743096685,0.161645745,0.344129555,0.768136851,0.595582965,night/time,0.314285714
galactic,crazyhorse mongoose,1998,blues,stretch bone skin stretch skin head go holy land stretch mark eye burn candle deep inside yeah know come greed fee fate need drown slip darkness mouth damn water burn wine go home time throw away mistake drown drown drown drown drown drown drown yeah drown yeah turn burn feel start sink feel hurt surround dissolve resolve heal wound seal tomb face go lonely place greed fee fate need drown drown drown drown drown drown drown drown drown,78,0.61226037,0.669871548,0.383533518,0.857287449,0.835119538,0.820815225,violence,0.314285714
